name,country,codeforces_id,competitions,Codeforces_rating_2025,Codeforces_rating_2024,Codeforces_rating_2023,Codeforces_rating_2022,search_confidence_percent
Tahir,,Tahir,"['JOI 2025 JOI_honsen', 'JOI 2024 JOI_spring']",0.0,0,0,0,100.0
egsfdg,,egsfdg,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
JpsZs,,JpsZs,['JOI 2025 JOI_honsen'],1295.0,1295,1165,0,100.0
witold,,witold,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
ChariZP,Mexico,ChariZP,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
killomxr,,killomxr,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
Hasanv,Azerbaijan,Hasanv,['JOI 2025 JOI_honsen'],2129.0,2015,0,0,100.0
omxr10,,omxr10,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
JosephTenorio,,JosephTenorio,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
binap,,binap,['JOI 2025 JOI_honsen'],2222.0,2284,1983,0,100.0
simplemind_31,Bolivia,simplemind_31,['JOI 2025 JOI_honsen'],1670.0,610,0,0,100.0
goodknight,India,goodknight,"['JOI 2025 JOI_honsen', 'JOI 2024 JOI_spring']",0.0,0,0,0,100.0
owoovo,Taiwan,owoovo,['JOI 2025 JOI_honsen'],2125.0,2125,2022,1935,100.0
sadsaga,,sadsaga,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
yitien0705,,yitien0705,['JOI 2025 JOI_honsen'],1707.0,1707,750,0,100.0
Alimkhan,,Alimkhan,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
Sir-Ahmed-Imran,Pakistan,Sir-Ahmed-Imran,"['JOI 2025 JOI_honsen', 'APIO 2024']",2089.0,2111,1870,1425,100.0
Muhammad_Aneeq,Pakistan,Muhammad_Aneeq,"['JOI 2025 JOI_honsen', 'TOKI 2024', 'APIO 2024', 'OOI 2024 Qualification']",1845.0,1894,1567,1155,100.0
UmairMirza,,UmairMirza,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
Chiz,Indonesia,Chiz,['JOI 2025 JOI_honsen'],1968.0,1793,1616,0,100.0
Hayan,Pakistan,Hayan,['JOI 2025 JOI_honsen'],1609.0,1585,1295,0,100.0
Abdullah-Ishfaq,Pakistan,Abdullah-Ishfaq,"['JOI 2025 JOI_honsen', 'OOI 2024 Qualification']",1816.0,1853,1247,0,100.0
RakhimovAzam,,RakhimovAzam,"['JOI 2025 JOI_honsen', 'JOI 2023 JOI_open']",-1000.0,-1000,-1000,-1000,100.0
RakhimovAmir,,RakhimovAmir,"['JOI 2025 JOI_honsen', 'JOI 2024 JOI_spring']",-1000.0,-1000,-1000,-1000,100.0
blackslex,Thailand,blackslex,['JOI 2025 JOI_honsen'],1835.0,1986,1615,1215,100.0
Esger,Turkmenistan,Esger,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
kerem_bozkaya,,kerem_bozkaya,"['JOI 2025 JOI_honsen', 'JOI 2024 JOI_honsen']",-1000.0,-1000,-1000,-1000,100.0
ilhan_arda,,ilhan_arda,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
mkaan37,,mkaan37,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
pakpim,Thailand,pakpim,"['JOI 2025 JOI_honsen', 'JOI 2023 JOI_spring']",1769.0,1911,1475,1452,100.0
KelMahmut,,KelMahmut,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
WataHata,Zimbabwe,WataHata,"['JOI 2025 JOI_honsen', 'TOKI 2024']",1870.0,1782,1637,651,100.0
StefanSebez,Serbia,StefanSebez,['JOI 2025 JOI_honsen'],2060.0,2128,1596,1548,100.0
AbelDE,,AbelDE,['JOI 2025 JOI_honsen'],1821.0,1931,1482,0,100.0
x93bd,,x93bd,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
ritakura,,ritakura,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
abc,Moldova,abc,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
Fonias,,Fonias,['JOI 2025 JOI_honsen'],1686.0,1654,1023,0,100.0
al95ireyiz,Azerbaijan,al95ireyiz,"['JOI 2025 JOI_honsen', 'JOI 2024 JOI_open']",1520.0,1441,374,0,100.0
ghammaz,Pakistan,ghammaz,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
MohamedKachef,,MohamedKachef,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
omardios,,omardios,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
rkhtm,,rkhtm,['JOI 2025 JOI_honsen'],1357.0,1357,1148,0,100.0
4riel,,4riel,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
ArtieAaron,Mexico,ArtieAaron,['JOI 2025 JOI_honsen'],1257.0,1441,1505,1088,100.0
Thunnus,Palau,Thunnus,['JOI 2025 JOI_honsen'],1655.0,1687,712,0,100.0
Halit,Türkiye,Halit,"['JOI 2025 JOI_honsen', 'JOI 2024 JOI_honsen']",1806.0,2021,1983,1879,100.0
Rafiullah,Pakistan,Rafiullah,"['JOI 2025 JOI_honsen', 'IATI 2024 junior']",1765.0,1728,1290,0,100.0
CorruptBrain,,CorruptBrain,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
ThommyDB,,ThommyDB,"['JOI 2025 JOI_honsen', 'JOI 2024 JOI_open', 'JOI 2024 JOI_spring']",-1000.0,-1000,-1000,-1000,100.0
aarb_tomatexd,,aarb_tomatexd,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
poat,Tajikistan,poat,['JOI 2025 JOI_honsen'],1684.0,1684,1167,911,100.0
DFNasutarou,,DFNasutarou,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
kenken,Japan,kenken,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
ThePwo,Singapore,ThePwo,['JOI 2025 JOI_honsen'],2058.0,1806,1574,453,100.0
asdfasdfqwaf,,asdfasdfqwaf,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
MoezMahmoud,,MoezMahmoud,"['JOI 2025 JOI_honsen', 'JOI 2024 JOI_honsen', 'JOI 2024 JOI_spring']",-1000.0,-1000,-1000,-1000,100.0
vini,,vini,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
a65,,a65,['JOI 2025 JOI_honsen'],2182.0,2178,1872,1433,100.0
thomasbruh,,thomasbruh,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
hashimali,,hashimali,['JOI 2025 JOI_honsen'],846.0,846,846,0,100.0
mso,,mso,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
totoro,China,totoro,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
J253093FN,,J253093FN,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
123asd,,123asd,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
jovica,,jovica,"['JOI 2025 JOI_honsen', 'TOKI 2024']",0.0,0,0,0,100.0
Agageldi,,Agageldi,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
PCT_upsolve,,PCT_upsolve,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
xlpg0317,,xlpg0317,['JOI 2025 JOI_honsen'],702.0,702,744,0,100.0
raineyj,,raineyj,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
MetalPower2,,MetalPower2,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
turkmen,Turkmenistan,turkmen,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
Sa15MiyagiJapan,Japan,Sa15MiyagiJapan,['JOI 2025 JOI_honsen'],814.0,381,0,0,100.0
hikari,,hikari,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
john,,john,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
kikitop1gg,Czechia,kikitop1gg,['JOI 2025 JOI_honsen'],1750.0,1633,1409,0,100.0
BetonKelle,,BetonKelle,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
oim,,oim,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
Habiba,Egypt,Habiba,['JOI 2025 JOI_honsen'],1246.0,1246,1120,908,100.0
parisveg,,parisveg,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
arnabtech,,arnabtech,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
t_saada,Syria,t_saada,['JOI 2025 JOI_honsen'],1137.0,927,639,0,100.0
La_Grasa,,La_Grasa,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
alligato08,Mexico,alligato08,['JOI 2025 JOI_honsen'],893.0,893,893,909,100.0
Dynonychus,,Dynonychus,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
acr_471,,acr_471,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
J250598KA,,J250598KA,['JOI 2025 JOI_honsen'],-1000.0,-1000,-1000,-1000,100.0
Kodik,Slovakia,Kodik,['JOI 2025 JOI_honsen'],1319.0,1360,1275,0,100.0
MajoTg,,MajoTg,['JOI 2025 JOI_honsen'],0.0,0,0,0,100.0
Losev Pyotr Valerievich,Russia,green_gold_dog,"['IOI 2024', 'JOI 2024 JOI_open', 'OOI 2024 Qualification', 'OOI 2023 Qualification']",,2777,2418,2388,50.0
Abdullin Gimran Maratovich,Russia,bashkort,"['IOI 2024', 'JOI 2023 JOI_open', 'JOI 2024 JOI_open', 'JOI 2024 JOI_spring', 'APIO 2024', 'OOI 2023 Qualification']",,2915,2767,2413,75.0
Zvezdin Vladimir Sergeevich,Russia,zwezdinv,"['OOI 2024 Final', 'JOI 2024 JOI_honsen', 'OOI 2023 Final', 'OOI 2023 Qualification']",,2508,2422,2111,75.0
Grekova Darya Sergeevna,Russia,arbuzick,"['IOI 2024', 'JOI 2024 JOI_open', 'OOI 2024 Qualification', 'OOI 2023 Qualification']",,2763,2673,2503,50.0
Kravchenko Maksim Yuryevich,Russia,makrav,"['OOI 2024 Final', 'OOI 2023 Final', 'OOI 2023 Qualification']",,2654,2226,1872,75.0
Zhiganov Vladislav Aleksandrovich,Russia,zhiganov_v,"['OOI 2024 Final', 'OOI 2023 Final']",,2378,2198,1938,75.0
Privodnov Mark Sergeevich,Russia,Mark_Pr,"['OOI 2024 Final', 'OOI 2023 Final', 'OOI 2024 Qualification']",,2233,2120,1547,75.0
Kolosov Ivan Andreevich,Russia,Rivx,['OOI 2024 Final'],,0,0,0,50.0
Zagorovskiy Vladimir Vitalievich,Russia,vovanz,"['OOI 2024 Final', 'OOI 2023 Final']",,0,0,0,50.0
Chasovskikh Ivan Mikhailovich,Russia,ivan_m_chas,"['OOI 2024 Final', 'OOI 2023 Final']",,2324,2290,2190,50.0
Semenyuk Yaroslav Alekseevich,Russia,Semenar,"['OOI 2024 Final', 'OOI 2023 Final']",,0,0,0,50.0
Tishchenko Vladislav Igorevich,Belarus,Vlad169,"['OOI 2024 Final', 'OOI 2023 Final']",,0,0,0,50.0
Ivanov Nil Alekseevich,Russia,Nil2007,"['OOI 2024 Final', 'OOI 2023 Final']",,2174,2090,1453,75.0
Konshin Aleksey Nikolaevich,Russia,alexk07,"['OOI 2024 Final', 'OOI 2023 Final', 'OOI 2024 Qualification']",,2074,1739,1499,50.0
Ustimenko Artyom Vitalievich,Russia,Artyom123,"['OOI 2024 Final', 'OOI 2023 Final']",,0,2446,2446,50.0
Lvov Ilya Dmitrievich,Russia,ilyakrasnovv,['OOI 2024 Final'],,0,2134,2134,50.0
Belyaev Mark Alekseevich,Russia,Noobish_Monk,"['OOI 2024 Final', 'OOI 2023 Final']",,2478,2138,1898,75.0
Makarov Matvey Aleksandrovich,Russia,tourist,"['OOI 2024 Final', 'OOI 2023 Final']",,4009,3817,3979,75.0
Valiullin Danis Dinarovich,Russia,sadness,"['OOI 2024 Final', 'OOI 2023 Final']",,2273,2175,1690,75.0
Martsinkevich Gennady Eduardovich,Belarus,tourist,['OOI 2024 Final'],,4009,3817,3979,50.0
Lagernoy Vadim Vitalievich,Russia,vlp,"['OOI 2024 Final', 'OOI 2024 Qualification', 'OOI 2023 Qualification']",,2277,1973,1458,50.0
Vasilyev Aleksey Andreevich,Russia,daubi,"['OOI 2024 Final', 'OOI 2023 Final']",,2960,2843,2573,50.0
Kustov Vadim Evgenyevich,Russia,Kustov_Vadim_533,"['OOI 2024 Final', 'OOI 2024 Qualification']",,2234,2030,1194,75.0
Kardash Kirill Olegovich,Belarus,k1r1t0,"['IOI 2024', 'JOI 2025 JOI_honsen', 'OOI 2024 Qualification', 'OOI 2023 Qualification']",,2590,2437,2012,75.0
Kozlov Vitaly Sergeevich,Russia,mip182,"['OOI 2024 Final', 'OOI 2023 Final']",,0,2392,2392,50.0
Zheltovskiy Vladislav Nikolaevich,Russia,vladislav_k,"['OOI 2024 Final', 'OOI 2023 Final']",,0,1117,1117,50.0
Melikov Timur Khushbakhtovich,Russia,Timurovich,"['OOI 2024 Final', 'OOI 2023 Final']",,0,0,0,50.0
Alekseev Ivan Sergeevich,Russia,ivan.alexeev,['OOI 2024 Final'],,2371,1937,1739,50.0
Korolev Serafim Dmitrievich,Russia,cSERAFIMc,"['OOI 2024 Final', 'OOI 2023 Qualification']",,2244,2040,1757,75.0
Yankovskiy Dmitry Vladimirovich,Russia,Langostinko,['OOI 2024 Final'],,0,0,0,50.0
Malygin Artyom Vitalievich,Russia,artyomdmithrowe,"['OOI 2024 Final', 'OOI 2023 Final']",,1596,1292,0,50.0
Kazantsev Evgeny Andreevich,Russia,evjeny_23,"['OOI 2024 Final', 'OOI 2023 Final', 'OOI 2024 Qualification']",,2136,1806,0,75.0
Lukshin Dmitry Sergeevich,Russia,LukshinDmitry,['OOI 2024 Final'],,1654,0,0,75.0
Kulakov Andrey Olegovich,Russia,ANDREYkao__,"['OOI 2024 Final', 'OOI 2023 Final']",,1951,1815,1595,75.0
Timofeev Kirill Igorevich,Russia,KirillTim,"['OOI 2024 Final', 'OOI 2023 Final']",,0,0,0,75.0
Lyutsko Matfey Sergeevich,Russia,Matfey,"['OOI 2024 Final', 'OOI 2023 Final']",,1950,1653,1294,50.0
Surinov Ilya Andreevich,Russia,run2wice,['OOI 2024 Final'],,2144,2018,1902,75.0
Gusev Ivan Yuryevich,Russia,Ivang,"['OOI 2024 Final', 'OOI 2023 Final']",,2253,2253,0,75.0
Zakirov Ayaz Ilnazovich,Russia,zakirov,['OOI 2024 Final'],,0,0,0,50.0
Kudashev Fyodor Alekseevich,Russia,Fyodor,"['OOI 2024 Final', 'OOI 2023 Final']",,1829,0,0,50.0
Grishechkin Ivan Dmitrievich,Russia,GrishaIvanenko,['OOI 2024 Final'],,2252,2252,2268,50.0
Sokolnikov Aleksey Sergeevich,Russia,Sokol080808,"['OOI 2024 Final', 'OOI 2023 Final']",,2260,2206,1957,75.0
Shmurygin Vladislav Mikhailovich,Russia,Algolagon,['OOI 2024 Final'],,2069,1686,1500,50.0
Zakirov Amirkhan Ilnurovich,Russia,Amirkhan_Zakirov,"['OOI 2024 Final', 'OOI 2023 Final']",,1891,1667,1349,75.0
Shcherbakov Maksim Aleksandrovich,Russia,AlexanderSh94,"['OOI 2024 Final', 'OOI 2023 Final']",,0,0,0,50.0
Sirazeev Ilyas Ilfatovich,Russia,isirazeev,"['OOI 2024 Final', 'OOI 2023 Final', 'OOI 2024 Qualification', 'OOI 2023 Qualification']",,2144,2112,1900,75.0
Timofeev Vsevolod Dmitrievich,Russia,IHateGeometry,"['OOI 2024 Final', 'OOI 2024 Qualification']",,2199,1796,1605,75.0
Ravnushkin Timofey Evgenyevich,Russia,tch1cherin,"['OOI 2024 Final', 'JOI 2023 JOI_open', 'OOI 2023 Final']",,2305,2210,2160,50.0
Sidorenko Roman Egorovich,Russia,dimasidorenko,['OOI 2024 Final'],,0,1771,1771,50.0
Dyakonov Sergey Andreevich,Russia,sdyakonov,"['OOI 2024 Final', 'OOI 2023 Final', 'OOI 2023 Qualification']",,2158,2128,1986,75.0
Danilov Nikita Igorevich,Russia,nik.danilov,"['OOI 2024 Final', 'OOI 2023 Final', 'OOI 2024 Qualification']",,2184,1986,1641,75.0
Chicherin Timofey Alekseevich,Russia,tch1cherin,"['OOI 2024 Final', 'JOI 2023 JOI_open', 'OOI 2023 Final']",,2305,2210,2160,75.0
Khazeev Ilgizar Nurzagitovich,Russia,ilgizarka,"['OOI 2024 Final', 'OOI 2023 Final', 'OOI 2024 Qualification', 'OOI 2023 Qualification']",,2085,1885,1589,75.0
Buyanov Aleksandr Sergeevich,Russia,AleksandroNasch,"['OOI 2024 Final', 'OOI 2023 Final']",,925,633,0,50.0
Koroteev Ivan Andreevich,Russia,ivan_dudi,['OOI 2024 Final'],,1797,1641,0,75.0
Sofronov Aleksey Evgenyevich,Russia,Aleks5d,"['OOI 2024 Final', 'OOI 2023 Final']",,2432,2448,2435,50.0
Tulgaev Danil,Russia,danilka.pro,['OOI 2024 Final'],,0,0,0,66.66666666666666
Khodykin Timofey Vladimirovich,Russia,molney,"['OOI 2024 Final', 'OOI 2023 Final', 'OOI 2024 Qualification', 'OOI 2023 Qualification']",,2250,2185,1966,75.0
Gerasimenko Fyodor Dmitrievich,Russia,Fyodor,"['OOI 2024 Final', 'OOI 2023 Final']",,1829,0,0,50.0
Serakov Nikita Dmitrievich,Russia,ResDT,['OOI 2024 Final'],,856,982,0,50.0
Lis Aleksandr Olegovich,Russia,alexxela12345,"['OOI 2024 Final', 'OOI 2023 Final']",,2739,2546,2557,50.0
Ivanova Alena Mikhailovna,Russia,AlesyaIvanova,"['OOI 2024 Final', 'OOI 2023 Final']",,0,2489,2489,50.0
Marusev Timofey Yuryevich,Russia,Timus,['OOI 2024 Final'],,0,0,0,50.0
Grigoryeva Irina Aleksandrovna,Russia,Grigoreva-Irina,"['OOI 2024 Final', 'OOI 2023 Final']",,1942,1942,1681,50.0
Pakhomov Semyon Alekseevich,Russia,cookiedoth,['OOI 2024 Final'],,2741,2741,2726,50.0
SYED KALEEM RAZA,Pakistan,Kaleem_Raza_Syed,"['IOI 2024', 'JOI 2025 JOI_honsen', 'TOKI 2024', 'APIO 2024', 'OOI 2024 Qualification']",,2055,1827,1581,100.0
Degtev Maksim Alekseevich,Russia,Maksim1744,['OOI 2024 Final'],,3086,3263,3376,50.0
Shabashov Pavel Nikolaevich,Russia,pasha.shabashoff,['OOI 2024 Final'],,1670,1339,0,75.0
Stepanova Elena Aleksandrovna,Russia,Lenkerson,"['OOI 2024 Final', 'OOI 2023 Final']",,0,0,0,75.0
Klimanov Ilya Alekseevich,Russia,ilyakrasnovv,['OOI 2024 Final'],,0,2134,2134,50.0
Marega Mark Robertovich,Russia,Markusssian,['OOI 2024 Final'],,1985,1333,971,75.0
Gadrshin Amir Maratovich,Russia,amir7777,['OOI 2024 Final'],,1966,2018,1820,50.0
Zavadskiy Dmitry Andreevich,Russia,DemonFromRussia,"['OOI 2024 Final', 'OOI 2023 Final']",,0,0,0,50.0
Ivchenko Andrey Dmitrievich,Russia,dimss,['OOI 2024 Final'],,2543,2335,2163,50.0
Pospelova Olga Andreevna,Russia,0I0acOJleHbKa,"['OOI 2024 Final', 'OOI 2023 Final']",,2045,1988,1526,75.0
Grishko Dmitry Olegovich,Russia,DmitryGrigorev,"['OOI 2024 Final', 'OOI 2023 Final']",,2566,2696,2967,50.0
Junaid Ghulam,Pakistan,Ghulam_Junaid,"['IOI 2024', 'JOI 2025 JOI_honsen', 'TOKI 2024', 'COCI 2024 CONTEST_#1', 'COCI 2024 CONTEST_#2', 'APIO 2024', 'OOI 2024 Qualification']",,2049,1985,1620,100.0
Venidiktov Timofey Mikhailovich,Russia,T1mofey778,"['OOI 2024 Final', 'OOI 2023 Final']",,0,0,0,50.0
Korroy Aleksey Nikolaevich,Russia,alexk07,"['OOI 2024 Final', 'OOI 2023 Final', 'OOI 2024 Qualification']",,2074,1739,1499,50.0
Egorov Dmitry Alekseevich,Russia,Dmitry_Egorov,"['OOI 2024 Final', 'OOI 2023 Final']",,0,0,0,75.0
Balakirev Maksim Vitalievich,Russia,balakirev,"['OOI 2024 Final', 'OOI 2023 Final']",,0,0,0,50.0
Bogachyov Roman Spartakovich,Belarus,Rom_Bog,"['OOI 2024 Final', 'OOI 2023 Final', 'OOI 2024 Qualification', 'OOI 2023 Qualification']",,1788,1679,1483,50.0
Bessolitsyn Kirill Andreevich,Russia,Kirill-_-,['OOI 2024 Final'],,1215,1035,0,50.0
Antonov Mikhail Vadimovich,Russia,Antonov,['OOI 2024 Final'],,0,0,0,50.0
Torba Aleksandr Dmitrievich,Russia,torba_d,"['OOI 2024 Final', 'OOI 2023 Final']",,0,0,0,50.0
Kuzmitskiy Maksim Sergeevich,Belarus,Kuzia,['OOI 2024 Final'],,0,0,0,50.0
Aneeq Muhammad,Pakistan,Muhammad_Aneeq,"['JOI 2025 JOI_honsen', 'TOKI 2024', 'APIO 2024', 'OOI 2024 Qualification']",,1894,1567,1155,100.0
Satskiy Artyom Vladimirovich,Russia,Artyom,['OOI 2024 Final'],,0,0,0,50.0
Semenovykh Arseniy Maksimovich,Russia,arseniyx92,"['OOI 2024 Final', 'OOI 2023 Final']",,0,1860,1860,50.0
Lukin Kirill Dmitrievich,Russia,kirill,"['OOI 2024 Final', 'OOI 2024 Qualification', 'OOI 2023 Qualification']",,0,0,0,50.0
Gronskiy Ivan Yuryevich,Russia,TheGoodest,['OOI 2024 Final'],,1817,1744,1665,50.0
Aleshin Ivan Dmitrievich,Russia,Ivangog,['OOI 2024 Final'],,1670,1435,0,75.0
Sadykov Almir Dinarovich,Russia,sadt,['OOI 2024 Final'],,1287,1296,1296,50.0
Kotlechkov Egor Vladimirovich,Russia,KotlechkovEgor,['OOI 2024 Final'],,1872,1648,1327,75.0
Terekhov Yaroslav Sergeevich,Russia,FairKrashe,['OOI 2024 Final'],,1815,0,0,50.0
Shahid Muhammad Saram,Pakistan,Muhammad-Saram,"['IOI 2024', 'JOI 2025 JOI_honsen', 'OOI 2024 Qualification']",,2184,1883,1422,100.0
Evdokimov Nikita Nikolaevich,Russia,mip182,['OOI 2024 Final'],,0,2392,2392,50.0
Popov Nikita Sergeevich,Russia,Nork,['OOI 2024 Final'],,0,1017,1017,75.0
Osipov Danil Vladimirovich,Russia,Danil.D,"['OOI 2024 Final', 'OOI 2023 Final']",,614,972,1136,50.0
Lebedev Aleksey Grigoryevich,Russia,Aleks5d,"['OOI 2024 Final', 'OOI 2023 Final']",,2432,2448,2435,50.0
Dyakonov Kirill Andreevich,Russia,kirill_D,"['OOI 2024 Final', 'OOI 2023 Qualification']",,1854,1634,1209,75.0
Gordeev Andrey Andreevich,Russia,Copymaster,"['OOI 2024 Final', 'OOI 2023 Final']",,0,0,0,50.0
Akhmetov Emir Ramilevich,Russia,xiapali,"['OOI 2024 Final', 'OOI 2024 Qualification']",,1607,1162,0,75.0
Bukatin Artyom Vladimirovich,Russia,Artyom123,['OOI 2024 Final'],,0,2446,2446,50.0
Karpikov Nikita Vladimirovich,Russia,IceHydra,"['OOI 2024 Final', 'OOI 2024 Qualification']",,1613,1216,0,75.0
Zaytsev Egor Konstntinovich,Russia,zaitsev,['OOI 2024 Final'],,0,0,0,50.0
Mishanin Stepan Andreevich,Russia,Stepan777,['OOI 2024 Final'],,1682,1637,1277,50.0
Tishin Dmitry Alekseevich,Russia,White_Shadow,['OOI 2024 Final'],,1690,1178,0,50.0
Romanova Anna Yuryevna,Russia,Romanova.A,['OOI 2024 Final'],,832,766,0,50.0
Khozhempo Stepan Andreevich,Russia,k_Teleport,['OOI 2024 Final'],,1427,0,0,75.0
Geysler Mark Mikhailovich,Russia,Mark_Pr,"['OOI 2024 Final', 'OOI 2023 Final', 'OOI 2024 Qualification']",,2233,2120,1547,50.0
Kolinko Leonid Sergeevich,Russia,lkolt,['OOI 2024 Final'],,0,0,0,50.0
Razumkov Rostislav Vladimirovich,Russia,rost,"['OOI 2024 Final', 'OOI 2024 Qualification']",,1492,912,0,75.0
Andreev Ivan Andreevich,Russia,alexandreev,['OOI 2024 Final'],,0,0,0,50.0
Kudinov Roman Yuryevich,Russia,kudinov.dw,['OOI 2024 Final'],,0,0,0,50.0
Bykov Nikita Alekseevich,Russia,anta.baka,['OOI 2024 Final'],,0,0,0,75.0
Efendiev Rashid Timurovich,Russia,Timurovich,['OOI 2024 Final'],,0,0,0,50.0
Pavlov Nazar Dmitrievich,Russia,AndreyPavlov,"['OOI 2024 Final', 'OOI 2023 Final']",,2158,2106,2106,50.0
Kiva Boris Vladimirovich,Russia,Rounds_loser,['OOI 2024 Final'],,1088,1088,0,75.0
Kotov Ruslan Sergeevich,Russia,koshak1993,"['OOI 2024 Final', 'OOI 2023 Final']",,0,0,0,75.0
Kuslin Gleb Vitalievich,Russia,ilqw,"['OOI 2024 Final', 'OOI 2023 Final']",,1646,1570,1436,50.0
Pakkanen Darya Aleksandrovna,Russia,pakman,['OOI 2024 Final'],,1990,1990,2022,50.0
Ligay Artyom Daniilovich,Russia,ligaydima,['OOI 2024 Final'],,2278,2342,2232,50.0
user202729,,user202729,['TOKI 2024'],0.0,0,0,0,100.0
Ahmed57,Egypt,Ahmed57,"['TOKI 2024', 'JOI 2023 JOI_spring', 'JOI 2024 JOI_honsen', 'JOI 2024 JOI_open', 'JOI 2024 JOI_spring', 'APIO 2024']",2173.0,2173,2173,1601,100.0
MinaRagy06,Egypt,MinaRagy06,"['TOKI 2024', 'JOI 2023 JOI_spring', 'JOI 2024 JOI_honsen', 'JOI 2024 JOI_open', 'JOI 2024 JOI_spring', 'APIO 2024']",2258.0,2226,2106,1747,100.0
SorahISA,Taiwan,SorahISA,"['TOKI 2024', 'JOI 2023 JOI_honsen', 'JOI 2023 JOI_open', 'JOI 2023 JOI_spring', 'JOI 2024 JOI_honsen', 'JOI 2024 JOI_open', 'JOI 2024 JOI_spring']",2474.0,2512,2436,2262,100.0
nvmdava,Mongolia,nvmdava,['TOKI 2024'],2539.0,2539,2563,0,100.0
iris2617,,iris2617,"['TOKI 2024', 'JOI 2023 JOI_honsen', 'JOI 2024 JOI_honsen', 'JOI 2024 JOI_open']",0.0,0,0,0,100.0
Oolimry,Singapore,Oolimry,"['TOKI 2024', 'JOI 2024 JOI_honsen']",2387.0,2387,2319,2315,100.0
zsombor_bata,,zsombor_bata,"['TOKI 2024', 'JOI 2023 JOI_open']",-1000.0,-1000,-1000,-1000,100.0
ExplodingFreeze,India,ExplodingFreeze,['TOKI 2024'],2175.0,2249,2210,2252,100.0
yixiu,,yixiu,"['TOKI 2024', 'JOI 2023 JOI_spring', 'JOI 2024 JOI_honsen', 'JOI 2024 JOI_open']",-1000.0,-1000,-1000,-1000,100.0
Hari646,,Hari646,['TOKI 2024'],-1000.0,-1000,-1000,-1000,100.0
ZeoCool,North Macedonia,ZeoCool,['TOKI 2024'],1934.0,1872,448,0,100.0
MuhammadSaram,,MuhammadSaram,['TOKI 2024'],-1000.0,-1000,-1000,-1000,100.0
M UmairAhmadMirza,,M UmairAhmadMirza,['TOKI 2024'],-1000.0,-1000,-1000,-1000,100.0
BlagoJR S,,BlagoJR S,['TOKI 2024'],-1000.0,-1000,-1000,-1000,100.0
Faisal_Saqib,,Faisal_Saqib,['TOKI 2024'],0.0,0,792,792,100.0
Cookieeee,India,Cookieeee,['TOKI 2024'],1479.0,1353,1121,346,100.0
